strain	clade
USA/NY-WCMP5G03P/2020	D
USA/NY-WCMP12C01P/2020	D
USA/NY-WCMP12F01P/2020	D
USA/NY-PV09154/2020	D
USA/NY-PV09156/2020	D
USA/NY-PV09132/2020	G
USA/NY-PV09169/2020	G
USA/NY-PV09304/2020	G
USA/NY-PV09187/2020	G
USA/NY-PV09170/2020	G
USA/NY-PV09197/2020	G
USA/NY-PV09177/2020	G
USA/NY-PV09192/2020	G
USA/NY-PV09193/2020	G
USA/NY-PV09158/2020	G
USA/NY-PV09180/2020	G
USA/NY-PV09165/2020	G
USA/NY-PV09171/2020	G
USA/NY-PV09186/2020	G
USA/NY-PV09198/2020	G
USA/NY-PV09195/2020	G
USA/NY-PV09183/2020	G
USA/NY-PV09194/2020	G
USA/NY-PV09181/2020	G
USA/NY-WCMP10B07N/2020	G
USA/NY-WCMP12G08P/2020	G
USA/NY-WCMP10F09P/2020	G
USA/NY-WCMP9B08P/2020	G
USA/NY-WCMP12G02P/2020	G
USA/NY-WCMP11E09P/2020	G
USA/NY-PV09134/2020	G
USA/NY-WCMP10A06P/2020	G
USA/NY-WCMP11H06P/2020	G
USA/NY-WCMP5H02P/2020	G
USA/NY-WCMP4H03P/2020	G
USA/NY-WCMP4G04P/2020	G
USA/NY-WCMP10B08P/2020	G
USA/NY-WCMP10C09P/2020	G
USA/NY-WCMP10E07P/2020	G
USA/NY-WCMP10F10P/2020	G
USA/NY-WCMP12D08P/2020	G
USA/NY-WCMP12F07P/2020	G
USA/NY-WCMP11B04P/2020	G
USA/NY-WCMP4E05P/2020	G
USA/NY-WCMP5F01P/2020	G
USA/NY-WCMP10F06P/2020	G
USA/NY-WCMP10G05P/2020	G
USA/NY-WCMP10H01P/2020	G
USA/NY-WCMP10A05P/2020	G
USA/NY-WCMP12C09P/2020	G
USA/NY-PV09152/2020	G
USA/NY-PV09157/2020	G
USA/NY-PV09303/2020	G
USA/NY-WCMP10B03P/2020	G
USA/NY-WCMP10D11P/2020	G
USA/NY-WCMP12H01P/2020	G
USA/NY-WCMP10D06P/2020	G
USA/NY-WCMP12G06P/2020	G
USA/NY-WCMP11E05P/2020	G
USA/NY-WCMP10D09P/2020	G
USA/NY-WCMP11C04P/2020	G
USA/NY-WCMP9B05P/2020	G
USA/NY-WCMP9B06P/2020	G
USA/NY-WCMP10G11P/2020	G
USA/NY-WCMP9D03P/2020	G
USA/NY-WCMP11C03P/2020	G
USA/NY-WCMP11B03P/2020	G
USA/NY-WCMP12G01P/2020	G
USA/NY-WCMP10B12P/2020	G
USA/NY-WCMP11A06P/2020	G
USA/NY-WCMP11F07P/2020	G
USA/NY-WCMP4B06P/2020	G
USA/NY-WCMP9B09P/2020	G
USA/NY-WCMP12D09P/2020	G
USA/NY-WCMP2H03P/2020	G
USA/NY-WCMP3E02P/2020	G
USA/NY-WCMP12E09P/2020	G
USA/NY-WCMP2C03P/2020	G
USA/NY-WCMP10G10P/2020	G
USA/NY-WCMP10F04P/2020	G
USA/NY-WCMP9A08P/2020	G
USA/NY-WCMP10C04P/2020	G
USA/NY-WCMP4D01P/2020	G
USA/NY-WCMP4C01P/2020	G
USA/NY-WCMP4C02N/2020	G
USA/NY-WCMP11F04P/2020	G
USA/NY-WCMP2D04P/2020	G
USA/NY-WCMP11B07P/2020	G
USA/NY-WCMP12D02P/2020	G
USA/NY-WCMP10H04P/2020	G
USA/NY-WCMP10C11P/2020	G
USA/NY-WCMP9E04P/2020	G
USA/NY-WCMP12E01P/2020	G
USA/NY-WCMP12F02P/2020	G
USA/NY-WCMP12C04P/2020	G
USA/NY-WCMP10E02P/2020	G
USA/NY-WCMP10E06P/2020	G
USA/NY-WCMP10H08P/2020	G
USA/NY-PV09142/2020	G
USA/NY-PV09179/2020	G
USA/NY-WCMP10C03P/2020	G
USA/NY-WCMP11C05P/2020	G
USA/NY-PV09144/2020	G
USA/NY-PV09138/2020	G
USA/NY-PV09309/2020	G
USA/NY-PV09153/2020	G
USA/NY-WCMP12F03P/2020	G
USA/NY-PV09137/2020	G
USA/NY-PV09189/2020	G
USA/NY-PV09140/2020	G
USA/NY-PV09164/2020	G
USA/NY-PV09145/2020	G
USA/NY-PV09190/2020	G
USA/NY-PV09305/2020	G
USA/NY-WCMP11F06P/2020	G
USA/NY-PV09135/2020	G
USA/NY-PV09143/2020	G
USA/NY-PV09149/2020	G
USA/NY-PV09168/2020	G
USA/NY-PV09172/2020	G
USA/NY-PV09301/2020	G
USA/NY-PV09307/2020	G
USA/NY-PV09176/2020	G
USA/NY-PV09163/2020	G
USA/NY-PV09199/2020	G
USA/NY-PV09151/2020	G
USA/NY-PV09141/2020	G
USA/NY-PV09139/2020	G
USA/NY-PV09178/2020	G
USA/NY-PV09200/2020	G
USA/NY-WCMP10A02P/2020	G
USA/NY-WCMP10A12P/2020	G
USA/NY-PV09182/2020	G
USA/NY-PV09308/2020	G
USA/NY-WCMP10B11P/2020	G
USA/NY-WCMP11D01N/2020	G
USA/NY-PV09147/2020	D
USA/NY-WCMP11A03P/2020	D
USA/NY-WCMP11E04P/2020	G
USA/NY-WCMP12E06P/2020	G
USA/NY-PV09161/2020	G
Switzerland/42176229/2020	G
Switzerland/42176560/2020	G
Switzerland/42176771/2020	G
Switzerland/42177236/2020	G
Switzerland/42177430/2020	G
Switzerland/42177434/2020	G
Switzerland/42177472/2020	G
Switzerland/42178712/2020	G
Switzerland/GE06207/2020	G
Switzerland/42202619/2020	G
Switzerland/42202622/2020	G
Switzerland/42176753/2020	G
Switzerland/42202805/2020	G
Taiwan/TSGH-04/2020	G
USA/AZ-ASU2936/2020	G
Taiwan/TSGH-08/2020	G
Taiwan/CGMH-CGU-15/2020	G
USA/AZ-ASU2922/2020	D
Taiwan/TSGH-06/2020	D
Turkey/GLAB-CoV008/2020	G
Switzerland/AG7120/2020	G
Switzerland/GE1422/2020	G
Switzerland/TI2045/2020	G
Taiwan/TSGH-03/2020	G
Switzerland/BE6651/2020	G
Switzerland/BS0914/2020	G
Switzerland/GR2988/2020	G
Switzerland/GR3043/2020	G
Switzerland/GE3895/2020	G
Switzerland/GE0199/2020	G
Switzerland/VD0503/2020	G
Switzerland/VD5615/2020	G
Taiwan/CGMH-CGU-12/2020	G
Taiwan/CGMH-CGU-20/2020	G
Taiwan/CGMH-CGU-18/2020	G
Switzerland/BE2536/2020	G
Switzerland/GE4984/2020	G
Switzerland/GE4135/2020	G
Switzerland/GE6679/2020	G
Switzerland/GE8102/2020	G
Taiwan/CGMH-CGU-14/2020	G
Switzerland/SZ1417/2020	G
Switzerland/GE9586/2020	G
Switzerland/GE1402/2020	G
Taiwan/TSGH-07/2020	G
Switzerland/AG0361/2020	G
Switzerland/GE5373/2020	G
USA/AK-PHL115/2020	G
Taiwan/NTU02/2020	D
Taiwan/NTU03/2020	G
Taiwan/NTU08/2020	G
Taiwan/NTU05/2020	G
Taiwan/NTU09/2020	G
Taiwan/NTU17/2020	G
Taiwan/NTU15/2020	G
Taiwan/NTU19/2020	G
Taiwan/NTU21/2020	G
Taiwan/NTU12/2020	G
Taiwan/NTU20/2020	G
Taiwan/NTU16/2020	G
Taiwan/NTU14/2020	G
Taiwan/TSGH-05/2020	G
USA/AZ-TG268183/2020	G
USA/AZ-TG268289/2020	G
USA/AZ-TG269027/2020	G
USA/AZ-TG269290/2020	G
USA/AZ-TG268629/2020	G
USA/AZ-TG268915/2020	G
USA/AZ-TG269439/2020	G
USA/AZ-TG269883/2020	G
USA/AZ-TG268911/2020	G
USA/AZ-TG268917/2020	G
USA/AZ-TG269440/2020	G
USA/AZ-TG269358/2020	G
USA/AZ-TG268360/2020	G
USA/AZ-TG268770/2020	G
USA/AZ-TG268909/2020	G
USA/AZ-TG268281/2020	G
USA/AZ-TG268657/2020	G
USA/AZ-TG269848/2020	G
USA/AZ-TG269856/2020	G
USA/AZ-TG269824/2020	G
USA/AZ-TG269875/2020	G
USA/AZ-TG269238/2020	G
USA/AZ-TG268350/2020	G
USA/AZ-TG268002/2020	G
USA/AZ-TG268099/2020	G
USA/AZ-TG269863/2020	G
USA/AK-PHL118/2020	G
Taiwan/3/2020	D
Taiwan/4/2020	D
USA/AZ-TG268893/2020	D
USA/AZ-TG268903/2020	D
USA/AZ-TG268913/2020	D
Switzerland/GE3121/2020	G
Switzerland/TI9486/2020	G
Thailand/Bangkok-CONI-0017/2020	G
Thailand/Bangkok-CONI-0022/2020	G
Thailand/Bangkok-CONI-0020/2020	G
Thailand/Bangkok-CONI-0021/2020	G
USA/AK-PHL006/2020	G
USA/AK-PHL002/2020	G
USA/AK-PHL003/2020	G
USA/AK-PHL077/2020	G
USA/AK-PHL092/2020	G
Taiwan/107/2020	G
USA/AK-PHL101/2020	G
Taiwan/170/2020	G
Taiwan/CGMH-CGU-17/2020	G
Taiwan/CGMH-CGU-19/2020	G
Taiwan/125/2020	G
Taiwan/CGMH-CGU-01/2020	D
Taiwan/NTU01/2020	D
Taiwan/TSGH-09/2020	D
Switzerland/BL0902/2020	G
Taiwan/CGMH-CGU-13/2020	G
Switzerland/42176216/2020	G
Taiwan/225/2020	G
Taiwan/CGMH-CGU-16/2020	G
Taiwan/128/2020	G
Taiwan/144/2020	G
USA/AZ-TG268905/2020	G
Taiwan/CGMH-CGU-03/2020	D
Taiwan/CGMH-CGU-06/2020	D
Taiwan/CGMH-CGU-05/2020	D
Taiwan/CGMH-CGU-08/2020	D
Turkey/ERAGEM-001/2020	D
Taiwan/CGMH-CGU-09/2020	D
Taiwan/CGMH-CGU-07/2020	D
Taiwan/NTU04/2020	D
Taiwan/TSGH-11/2020	D
Taiwan/NTU06/2020	D
USA/AK-PHL037/2020	D
USA/AK-PHL015/2020	D
USA/AZ-TG268188/2020	D
Taiwan/CGMH-CGU-04/2020	D
Taiwan/TSGH-01/2020	D
Taiwan/CGMH-CGU-10/2020	D
Taiwan/CGMH-CGU-11/2020	D
Taiwan/NTU11/2020	D
Taiwan/TSGH-02/2020	D
Taiwan/2/2020	D
Taiwan/NTU07/2020	D
Thailand/Bangkok-CONI-0019/2020	D
Taiwan/NTU13/2020	D
USA/AZ-TG268282/2020	D
Taiwan/TSGH-10/2020	D
Tianmen/HBCDC-HB-07/2020	D
Taiwan/CGMH-CGU-02/2020	D
USA/AZ-ASU2923/2020	G
Australia/NT16/2020	G
Australia/NT17/2020	G
Australia/NT19/2020	G
Australia/NT12/2020	G
Australia/NT13/2020	G
Australia/VIC03/2020	D
Australia/VIC138/2020	D
Australia/VIC08/2020	D
Australia/NT01/2020	D
Australia/NT02/2020	D
Australia/NT04/2020	D
Australia/VIC02/2020	D
Australia/VIC102/2020	D
Australia/VIC14/2020	D
Australia/VIC07/2020	D
Australia/NT05/2020	D
Australia/VIC105/2020	G
Australia/VIC142/2020	G
Australia/VIC107/2020	G
Australia/VIC148/2020	G
Australia/VIC113/2020	G
Australia/VIC109/2020	G
Australia/VIC156/2020	G
Australia/VIC123/2020	D
Australia/VIC134/2020	G
Australia/VIC153/2020	G
Australia/VIC157/2020	G
Australia/NT11/2020	G
Australia/VIC151/2020	D
Australia/VIC152/2020	D
Australia/VIC05/2020	D
Australia/VIC110/2020	D
Australia/VIC162/2020	D
Australia/VIC159/2020	D
Australia/VIC160/2020	D
Australia/VIC130/2020	D
Australia/NT14/2020	D
Australia/VIC166/2020	G
Australia/VIC167/2020	G
Australia/NT10/2020	G
Australia/NSW28/2020	D
Australia/NSW31/2020	D
Australia/NSW29/2020	D
Australia/NSW85/2020	D
Australia/NSW60/2020	D
Australia/NSW83/2020	D
Australia/NSW84/2020	D
Australia/NSW51/2020	D
Australia/NSW75/2020	D
Australia/NSW77/2020	D
Australia/NSW78/2020	D
Australia/NSW79/2020	D
Australia/NSW80/2020	D
Australia/NSW81/2020	D
Australia/NSW82/2020	D
Australia/NSW87/2020	D
Australia/NSW86/2020	D
Australia/NSW88/2020	D
Australia/NSW89/2020	D
Australia/NSW91/2020	D
Australia/NSW90/2020	D
Australia/NSW36/2020	D
Australia/NSW41/2020	D
Australia/NSW58/2020	D
Australia/NSW57/2020	D
Australia/NSW52/2020	D
Australia/NSW56/2020	D
Australia/NSW76/2020	D
Australia/NSW38/2020	D
Australia/NSW45/2020	D
Australia/NSW48/2020	D
Australia/NSW44/2020	D
Australia/NSW37/2020	D
Australia/NSW39/2020	G
Australia/NSW47/2020	G
Australia/NSW61/2020	G
Australia/NSW50/2020	G
Australia/NSW54/2020	G
Australia/NSW62/2020	D
Australia/NSW49/2020	D
Australia/NSW59/2020	D
Australia/NSW67/2020	D
Australia/NSW68/2020	D
Australia/NSW69/2020	D
Australia/NSW70/2020	D
Australia/NSW71/2020	D
Australia/NSW72/2020	D
Australia/NSW73/2020	D
Australia/NSW74/2020	D
Australia/NSW33/2020	D
Australia/NSW64/2020	D
Australia/NSW34/2020	D
Australia/NSW65/2020	D
Australia/NSW66/2020	D
Australia/QLDID921/2020	D
Australia/NSW35/2020	D
Australia/NSW40/2020	D
Australia/NSW53/2020	D
Australia/NSW92/2020	D
Australia/NSW93/2020	D
Australia/NSW94/2020	D
Australia/NSW95/2020	D
Australia/NSW96/2020	D
Australia/NSW97/2020	D
Australia/NSW98/2020	D
Australia/NSW99/2020	D
Australia/NSWID930/2020	G
Australia/QLDID920/2020	G
Australia/QLDID925/2020	G
Australia/QLDID927/2020	G
Australia/QLDID924/2020	G
Australia/QLDID926/2020	G
Australia/QLDID923/2020	G
Australia/QLDID919/2020	D
Australia/QLDID931/2020	D
Australia/QLD09/2020	D
Australia/QLDID929/2020	D
Australia/NSW46/2020	D
Australia/QLD01/2020	D
Australia/QLD03/2020	D
Australia/QLD04/2020	D
Australia/QLD02/2020	D
Australia/NSW63/2020	D
Australia/VIC129/2020	D
Australia/VIC132/2020	D
Australia/QLDID922/2020	D
Australia/VIC-CBA1/2020	G
Australia/VIC-CBA3/2020	G
Australia/VIC-CBA2/2020	G
Australia/VIC01/2020	D
Australia/VIC104/2020	G
Australia/VIC122/2020	G
Australia/VIC13/2020	D
Australia/VIC11/2020	G
Australia/VIC137/2020	G
Australia/VIC04/2020	D
Australia/VIC101/2020	D
Australia/VIC126/2020	D
Australia/NT18/2020	D
Australia/VIC100/2020	D
Australia/VIC108/2020	D
Australia/VIC17/2020	D
Australia/VIC117/2020	D
Australia/NT06/2020	G
Australia/QLDID928/2020	D
Australia/NT08/2020	D
Australia/VIC12/2020	D
Australia/VIC121/2020	D
Australia/VIC06/2020	D
Australia/VIC15/2020	D
Latvia/0008/2020	G
Luxembourg/LNS9371718/2020	G
Latvia/0009/2020	G
Latvia/0007/2020	G
Mexico/CDMX-InDRE_01/2020	G
Luxembourg/LNS2247193/2020	G
Luxembourg/LNS6603085/2020	G
Luxembourg/LNS0756270/2020	G
Luxembourg/LNS4569788/2020	G
Luxembourg/LNS4691488/2020	G
Luxembourg/LNS2886370/2020	G
Luxembourg/LNS8188502/2020	G
Luxembourg/LNS0819394/2020	G
Luxembourg/LNS7991123/2020	G
Luxembourg/LNS9652104/2020	G
Luxembourg/LNS2299410/2020	G
Luxembourg/LNS0156959/2020	G
Luxembourg/LNS3035957/2020	G
Luxembourg/LNS3052946/2020	G
Luxembourg/LNS1644489/2020	G
Luxembourg/LNS9080444/2020	G
Luxembourg/LNS5032431/2020	G
Luxembourg/LNS9510711/2020	G
Luxembourg/LNS4845603/2020	G
Luxembourg/LNS9862689/2020	G
Luxembourg/LNS2128808/2020	G
Luxembourg/LNS2334563/2020	G
Luxembourg/LNS6500589/2020	G
Luxembourg/LNS9512434/2020	G
Luxembourg/LNS7753431/2020	G
Luxembourg/LNS2458673/2020	G
Luxembourg/LNS2907333/2020	G
Luxembourg/LNS3711853/2020	G
Luxembourg/LNS2614631/2020	G
Luxembourg/LNS0877496/2020	G
Luxembourg/LNS0716877/2020	G
Luxembourg/LNS1234709/2020	G
Luxembourg/LNS6689955/2020	G
Luxembourg/LNS8124566/2020	G
Luxembourg/LNS9982497/2020	G
Luxembourg/LNS2013896/2020	G
Luxembourg/LNS9086704/2020	G
Luxembourg/LNS9324837/2020	G
Luxembourg/LNS6897699/2020	G
Luxembourg/LNS4134806/2020	G
Luxembourg/LNS5228153/2020	G
Luxembourg/LNS7537751/2020	G
Luxembourg/LNS7928872/2020	G
Luxembourg/LNS8489624/2020	G
Luxembourg/LNS0814536/2020	G
Luxembourg/LNS4836560/2020	G
Luxembourg/LNS7914820/2020	G
Luxembourg/LNS7074589/2020	G
Luxembourg/LNS7970956/2020	G
Luxembourg/LNS8602041/2020	G
Luxembourg/LNS3156434/2020	G
Luxembourg/LNS3770609/2020	G
Luxembourg/LNS6282845/2020	G
Luxembourg/LNS9627078/2020	G
Luxembourg/LNS0158952/2020	G
Luxembourg/LNS5731562/2020	G
Luxembourg/LNS0000001/2020	G
Luxembourg/LNS1918658/2020	G
Luxembourg/LNS0272441/2020	G
Luxembourg/LNS7866283/2020	G
Luxembourg/LNS5440244/2020	G
Mexico/CDMX-INER_04/2020	G
Luxembourg/LNS0366116/2020	G
Luxembourg/LNS1586597/2020	G
Luxembourg/LNS3404815/2020	G
Luxembourg/LNS2848109/2020	G
Luxembourg/LNS1612000/2020	G
Luxembourg/LNS1874423/2020	G
Mexico/Puebla-InDRE_05/2020	G
Luxembourg/LNS0641910/2020	D
Luxembourg/LNS3694003/2020	D
Luxembourg/LNS0945359/2020	D
Mexico/CDMX-INCMNSZ_01/2020	D
Mexico/CDMX-INCMNSZ_03/2020	D
Mexico/CDMX-INCMNSZ_04/2020	D
Mexico/CDMX-INER_05/2020	D
Mexico/EdoMex-InDRE_03/2020	D
Mexico/Queretaro-InDRE_04/2020	D
Mexico/CDMX-InDRE_06/2020	D
Luxembourg/LNS1870254/2020	D
Malaysia/MKAK-CL-2020-5047/2020	D
Nepal/61/2020	D
Malaysia/MKAK-CL-2020-5045/2020	D
Malaysia/MKAK-CL-2020-6430/2020	D
Luxembourg/LNS3307371/2020	D
Mexico/CDMX-INCMNSZ_02/2020	D
Malaysia/MKAK-CL-2020-7554/2020	D
Luxembourg/LNS2151006/2020	G
Luxembourg/LNS3879580/2020	G
Luxembourg/LNS7687858/2020	G
Luxembourg/LNS8639502/2020	G
Luxembourg/LNS4235576/2020	G
Luxembourg/LNS3588186/2020	G
Luxembourg/Lux1/2020	G
Netherlands/Blaricum_1364780/2020	G
Netherlands/Flevoland_1/2020	G
Netherlands/Gelderland_2/2020	G
Netherlands/Berlicum_1363564/2020	G
Netherlands/Gelderland_1/2020	G
Netherlands/Gelderland_3/2020	G
Netherlands/Eindhoven_1363782/2020	G
Netherlands/Delft_1363424/2020	G
Netherlands/Diemen_1363454/2020	G
Netherlands/Drente_1/2020	G
Netherlands/Friesland_10/2020	G
Netherlands/Friesland_3/2020	G
Netherlands/Friesland_5/2020	G
Netherlands/Gelderland_12/2020	G
Netherlands/Gelderland_6/2020	G
Netherlands/Gelderland_7/2020	G
Netherlands/Friesland_4/2020	G
Netherlands/Friesland_2/2020	G
Netherlands/Friesland_7/2020	G
Netherlands/Gelderland_11/2020	D
Netherlands/Friesland_6/2020	G
Netherlands/Friesland_9/2020	G
Netherlands/Flevoland_2/2020	D
Netherlands/Gelderland_10/2020	D
Netherlands/Gelderland_5/2020	D
NanChang/JX216/2020	D
Nanchang/JX14/2020	D
Nanchang/JX149/2020	D
Nanchang/JXN3T4/2020	D
Nanchang/JX174/2020	D
Nanchang/JX39/2020	D
Nanchang/JX177/2020	D
Nanchang/JX90/2020	D
Nanchang/JX155/2020	D
Nanchang/JX176/2020	D
Netherlands/Andel_1365066/2020	D
Netherlands/Dalen_1363624/2020	D
Malaysia/188407/2020	D
Malaysia/189332/2020	D
Luxembourg/LNS0074148/2020	G
Luxembourg/LNS1909273/2020	G
Malaysia/MKAK-CL-2020-5049/2020	D
Luxembourg/LNS8746229/2020	G
Luxembourg/LNS3089015/2020	G
Mexico/CDMX-INCMNSZ_05/2020	G
Luxembourg/LNS0591129/2020	D
Mexico/CDMX-INER_01/2020	G
Luxembourg/LNS7007050/2020	G
Mexico/CDMX-INER_02/2020	G
Mexico/Chihuahua-IMSS_01/2020	G
Malaysia/MKAK-CL-2020-5096/2020	D
Australia/VIC593/2020	D
Australia/VIC440/2020	G
Australia/VIC441/2020	G
Australia/VIC489/2020	G
Australia/VIC576/2020	G
Australia/VIC530/2020	G
Australia/VIC467/2020	G
Australia/VIC504/2020	G
Australia/VIC527/2020	G
Australia/VIC541/2020	G
Australia/VIC460/2020	G
Australia/VIC587/2020	G
Australia/VIC414/2020	G
Australia/VIC417/2020	G
Australia/VIC563/2020	G
Australia/VIC478/2020	G
Australia/VIC485/2020	G
Australia/VIC490/2020	G
Australia/VIC450/2020	G
Australia/VIC418/2020	G
Australia/VIC449/2020	G
Australia/VIC498/2020	G
Australia/VIC529/2020	G
Australia/VIC531/2020	G
Australia/VIC566/2020	G
Australia/VIC553/2020	G
Australia/VIC540/2020	G
Australia/VIC590/2020	G
Australia/VIC48/2020	G
Australia/VIC536/2020	G
Australia/VIC578/2020	G
Australia/VIC493/2020	G
Australia/VIC551/2020	G
Australia/VIC497/2020	G
Australia/VIC508/2020	G
Australia/VIC516/2020	G
Australia/VIC561/2020	G
Australia/VIC548/2020	G
Australia/VIC597/2020	G
Australia/VIC413/2020	G
Australia/VIC503/2020	G
Australia/VIC37/2020	G
Australia/VIC45/2020	G
Australia/VIC43/2020	G
Australia/VIC387/2020	G
Australia/VIC443/2020	G
Australia/VIC592/2020	G
Australia/VIC473/2020	G
Australia/VIC487/2020	G
Australia/VIC496/2020	G
Australia/VIC500/2020	G
Australia/VIC404/2020	G
Australia/VIC38/2020	G
Australia/VIC399/2020	G
Australia/VIC377/2020	G
Australia/VIC429/2020	G
Australia/VIC533/2020	G
Australia/VIC39/2020	G
Australia/VIC49/2020	G
Australia/VIC425/2020	G
Australia/VIC448/2020	G
Australia/VIC442/2020	G
Australia/VIC483/2020	G
Australia/VIC408/2020	G
Australia/VIC465/2020	G
Australia/VIC562/2020	G
Australia/VIC438/2020	G
Australia/VIC389/2020	D
Australia/VIC55/2020	D
Australia/VIC42/2020	D
Australia/VIC494/2020	D
Australia/VIC59/2020	D
Australia/VIC426/2020	D
Australia/VIC556/2020	D
Australia/VIC492/2020	D
Australia/VIC586/2020	D
Australia/VIC406/2020	D
Australia/VIC447/2020	D
Australia/VIC58/2020	D
Australia/VIC468/2020	G
Australia/VIC454/2020	D
Australia/VIC373/2020	G
Australia/VIC589/2020	G
Australia/VIC40/2020	D
Australia/VIC41/2020	D
Australia/VIC423/2020	D
Australia/VIC46/2020	D
Australia/VIC57/2020	D
Australia/VIC471/2020	D
Australia/VIC532/2020	D
Australia/VIC568/2020	D
Australia/VIC434/2020	D
Australia/VIC433/2020	D
Australia/VIC584/2020	D
Australia/VIC598/2020	D
Australia/VIC378/2020	D
Australia/VIC509/2020	D
Australia/VIC511/2020	D
Australia/VIC422/2020	D
Australia/VIC403/2020	D
Australia/VIC47/2020	D
Australia/VIC470/2020	D
Australia/VIC585/2020	D
Australia/VIC421/2020	G
Australia/VIC382/2020	G
Australia/VIC395/2020	G
Australia/VIC383/2020	G
Australia/VIC495/2020	G
Australia/VIC545/2020	G
Australia/VIC555/2020	G
Australia/VIC384/2020	G
Australia/VIC394/2020	G
Australia/VIC582/2020	G
Australia/VIC574/2020	G
Australia/VIC385/2020	D
Australia/VIC376/2020	G
Australia/VIC559/2020	G
Australia/VIC380/2020	G
Australia/VIC402/2020	G
Australia/VIC510/2020	G
Australia/VIC567/2020	G
Australia/VIC554/2020	G
Australia/VIC410/2020	G
Australia/VIC444/2020	G
Australia/VIC570/2020	G
Australia/VIC400/2020	G
Australia/VIC557/2020	G
Australia/VIC420/2020	G
Australia/VIC479/2020	G
Australia/VIC560/2020	G
Australia/VIC513/2020	G
Australia/VIC514/2020	G
Australia/VIC512/2020	G
Australia/VIC379/2020	D
Australia/VIC56/2020	D
Australia/VIC381/2020	D
Australia/VIC396/2020	D
Australia/VIC397/2020	D
Australia/VIC51/2020	D
Australia/VIC502/2020	D
Australia/VIC575/2020	G
Australia/VIC464/2020	G
Australia/VIC472/2020	G
Australia/VIC453/2020	G
Australia/VIC518/2020	D
Australia/VIC515/2020	G
Australia/VIC428/2020	D
Australia/VIC374/2020	G
Australia/VIC528/2020	D
Australia/VIC401/2020	other
Scotland/CVR06/2020	D
Scotland/CVR02/2020	D
Scotland/CVR04/2020	D
Russia/StPetersburg-RII3992/2020	G
Russia/StPetersburg-RII4326S/2020	G
Scotland/CVR03/2020	G
Scotland/CVR05/2020	G
Russia/StPetersburg-RII4144S/2020	G
Russia/StPetersburg-RII4382V/2020	G
Russia/StPetersburg-RII4384V/2020	G
Russia/StPetersburg-RII4637S/2020	G
Russia/StPetersburg-RII4678S/2020	G
Russia/StPetersburg-RII4597S/2020	G
Russia/StPetersburg-RII4546V/2020	G
Russia/StPetersburg-RII4649S/2020	G
Russia/StPetersburg-RII4386V/2020	G
Russia/StPetersburg-RII4307V/2020	G
Russia/StPetersburg-RII4308V/2020	G
Russia/StPetersburg-RII4328S/2020	G
Russia/StPetersburg-RII4332S/2020	G
Russia/StPetersburg-RII4532V/2020	G
Russia/Ulan-Ude-RII4560S/2020	G
Russia/StPetersburg-RII4655S/2020	G
Russia/StPetersburg-RII4585S/2020	G
Russia/StPetersburg-RII4707S/2020	G
Russia/StPetersburg-RII4694S/2020	G
Russia/StPetersburg-RII4686S/2020	G
Russia/StPetersburg-RII4693S/2020	G
Russia/StPetersburg-RII4697S/2020	G
Russia/StPetersburg-RII4584S/2020	G
Russia/StPetersburg-RII4696S/2020	G
Russia/StPetersburg-RII4711S/2020	G
Russia/StPetersburg-RII4713S/2020	G
Russia/StPetersburg-RII4726S/2020	G
Russia/StPetersburg-RII4723S/2020	G
Russia/StPetersburg-RII4781S/2020	G
Russia/StPetersburg-RII4728S/2020	G
Russia/StPetersburg-RII4724S/2020	G
Russia/StPetersburg-RII4591S/2020	G
Scotland/CVR01/2020	G
Russia/StPetersburg-RII3997/2020	G
Russia/StPetersburg-RII4706S/2020	G
Scotland/CVR07/2020	D
Scotland/CVR10/2020	D
Russia/Moscow_PMVL-1/2020	G
Portugal/PT0056/2020	D
Scotland/CVR100/2020	D
Scotland/CVR101/2020	D
Scotland/CVR112/2020	D
Scotland/CVR102/2020	G
Scotland/CVR103/2020	G
Scotland/CVR107/2020	G
Scotland/CVR108/2020	G
Scotland/CVR104/2020	G
Scotland/CVR106/2020	G
Scotland/CVR11/2020	G
Scotland/CVR110/2020	G
Portugal/PT0062/2020	G
Portugal/PT0065/2020	G
Portugal/PT0082/2020	G
Portugal/PT0087/2020	G
Portugal/PT0086/2020	G
Portugal/PT0084/2020	G
Portugal/PT0078/2020	G
Portugal/PT0090/2020	G
Portugal/PT0092/2020	G
Russia/StPetersburg-3524/2020	G
Portugal/PT0023/2020	G
Portugal/PT0026/2020	G
Portugal/PT0029/2020	G
Portugal/PT0030/2020	G
Portugal/PT0031/2020	G
Portugal/PT0033/2020	G
Portugal/PT0061/2020	G
Portugal/PT0076/2020	G
Portugal/PT0077/2020	G
Portugal/PT0096/2020	G
Portugal/PT0038/2020	G
Portugal/PT0091/2020	G
Portugal/PT0028/2020	G
Portugal/PT0034/2020	G
Portugal/PT0068/2020	G
Portugal/PT0047/2020	G
Portugal/PT0048/2020	G
Portugal/PT0070/2020	G
Portugal/PT0072/2020	G
Portugal/PT0073/2020	G
Portugal/PT0075/2020	G
Portugal/PT0093/2020	G
Portugal/PT0094/2020	G
Portugal/PT0095/2020	G
Portugal/PT0071/2020	G
Portugal/PT0074/2020	G
Portugal/PT0024/2020	G
Portugal/PT0025/2020	G
Portugal/PT0027/2020	G
Portugal/PT0088/2020	G
Portugal/PT0039/2020	G
